;Symbol;GSM26878.CEL;GSM26883.CEL;GSM26887.CEL;GSM26903.CEL;GSM26910.CEL;GSM26888.CEL;GSM26889.CEL;GSM26892.CEL;GSM26898.CEL;GSM26906.CEL;GSM26879.CEL;GSM26896.CEL;GSM26897.CEL;GSM26907.CEL;GSM26911.CEL
204749_at;NAP1L3;5,95618434503935;5,55342112554846;5,52874973965124;5,18936785317675;6,23116739004415;6,16867258526819;5,83477429811104;5,16931928323546;6,23335343888713;5,8527714915974;5,68908304048405;5,995337631925;7,13751512551885;6,33795766630148;5,4325327484704
204750_s_at;DSC2;8,36375982167271;7,16903823922624;7,02683785053947;7,99817662171465;7,87437831711919;7,08523926636604;8,24649818668346;7,82774913385933;8,09543770914212;8,16309641395748;7,08382462250836;7,04010213146142;6,74997412677147;7,89242572420943;7,84245454624209
204751_x_at;DSC2;7,36923056552962;6,46860671749033;8,42632954212282;7,41293375064005;7,85450436671388;7,0680250151642;8,83915942879982;8,19974206886743;8,03957206733581;7,80405342604351;7,87298060746984;7,73079142640427;6,48139588526488;7,79831576447241;8,03189167636471
204752_x_at;PARP2;9,20249770118452;9,2509579257489;9,83940439211989;9,03039032855144;9,08064179210341;9,20325255060621;8,89019988927995;8,93597685594285;9,82913577910766;8,94886178979802;9,37234844978254;9,19433551051558;9,05283274443897;9,10397950992828;9,18758477523209
204753_s_at;HLF;5,80465860958863;5,63791784771747;6,07527545090799;5,70322494205606;6,06170117667873;5,61953828612936;5,80706285582394;6,77004286530293;6,42960719409581;5,67925753476824;6,25931690399854;6,27083999029141;5,4273861102113;5,43655825679416;5,7877619742475
204755_x_at;HLF;5,15938277061021;4,90131661826185;5,32491894033717;4,77645568045238;5,13121226564928;5,10793690067438;5,31718173896765;5,44905663224729;5,63312590629024;4,94816183803821;5,38083337464035;5,56820560742984;4,92279362514517;4,83391292402024;5,02283517999351
204759_at;RCBTB2;8,05099138625805;7,61058058230389;8,15536087156587;8,00040529461905;7,9666879098536;9,20201380075579;9,11934691071161;8,35010337824235;7,87937727846576;8,65205417566881;8,43221126953698;8,98363542507229;8,7040972107395;8,57790981141486;7,83073797215392
204761_at;USP6NL;6,17154037761208;5,82130780011537;6,25967384651357;5,82241592129287;5,51414125828729;5,89368404875154;6,46908770262603;6,94150125601507;6,3204679605396;6,29305201885581;6,16416243183642;6,09690051496231;6,26461035639923;6,14701571345436;6,01380615746181
204765_at;ARHGEF5;9,55502500324954;8,94132305465941;9,03229417385929;9,47123357322506;9,47041992176832;8,53593430870471;8,91623988884868;9,17991418149463;9,39642830684626;9,04997439050058;9,02430975383639;8,99293485083708;9,33637169383892;9,07824207501084;9,10589302348729
204766_s_at;NUDT1;7,67026258035599;8,82485991021302;8,63469264256968;8,45761456229591;7,70989961364474;8,57635699474631;8,96175336900625;8,820553787009;8,9104015663389;8,22565395727905;8,69739439436353;8,0560442277815;8,01870875848872;8,1686383335706;8,48368357414109
204767_s_at;FEN1;10,7811699938838;10,8474568467508;10,5380205363607;10,1961384185077;10,3419526507096;10,4311784678749;10,6846788031111;11,0093427325464;11,6856346200026;10,6579658784593;10,3682744078589;10,4358669203653;10,2641890296135;10,5421867951779;10,7921093118591
204768_s_at;FEN1;8,09404097632401;8,18930167829578;8,05980749205704;7,41101816553979;7,70299520415234;7,70754638165634;8,02577927846936;8,12770805263436;9,09418564599143;7,99704592897029;7,66760741042669;7,76614014611987;7,79144300263531;7,9776419015439;8,02555215310551
204769_s_at;TAP2;7,5047090385268;8,24137241752773;8,47524217612422;7,79215628406588;8,14928576418411;8,22387204439702;7,82084461990234;8,59725424954346;7,66909259465187;8,89350092476039;8,15768888652936;8,91959466574049;7,79200782371642;7,89885101159684;8,95204076862542
204771_s_at;TTF1;7,27417639516396;7,98843018297521;7,97617803391151;7,57123610387731;7,20376370732156;7,58883527777001;8,09588808106379;7,64277461096198;7,89523404686073;7,27757683733803;7,88628200053561;7,71927790935345;7,58958917265499;7,84972951921052;7,2211444730575
204774_at;EVI2A;8,03574498963724;7,5914609697064;7,93804133884106;8,70683162827754;7,06517420479989;10,1298849320055;8,98397349039042;9,14678120768397;8,84997064573055;9,90773298911433;9,21095594185968;9,17635940703385;8,75378322175506;8,6252692115227;8,29870719540855
204775_at;CHAF1B;7,11534135176486;7,37566745513371;7,32323346968761;7,23086652431071;7,25764144582988;7,63010269755236;7,27474572741755;7,51334212271687;7,67413263219464;7,20084192810666;7,48006796206146;6,99023701873256;6,75349285094593;6,79176523639955;7,09876084663468
204776_at;THBS4;8,34395261238863;8,13241228064065;7,42330113460114;7,59336191857369;9,7647118099742;8,26120298474223;7,62290891284637;7,85309668545065;7,7219094087981;8,60231817193458;10,2761019621869;8,29040811069931;8,64474692145468;9,73250784839754;7,78988858971862
204777_s_at;MAL;6,17400914112591;6,42535048416439;6,23604386010728;7,08894836696562;6,53055648609144;6,62088764843848;6,54167198041321;6,64000572960384;6,39079223169412;7,88666237292815;6,54167198041321;6,75344015238617;6,20610880607304;6,81952283756136;6,56619600466591
204779_s_at;HOXB7;8,06640425074923;8,8396124639149;10,7829648228104;8,62502949753401;9,00654313814837;8,64763133385714;9,41727207799313;8,00995624024795;8,61977346918553;8,22523145773616;8,85114452123607;7,92505912372325;8,99210950960097;8,37726107325203;8,14341882793984
204780_s_at;FAS;8,51931716769935;8,25042847778267;8,25906352060341;7,84525876201685;9,07547265207446;9,53589353235201;8,47794123697035;9,40866439304308;7,49782872529008;9,84459704474859;8,68563900768772;8,74235534833612;8,38140410873796;8,68567243578959;8,20118446493032
204781_s_at;FAS;7,4682193792961;7,35312008113473;7,12710874517897;7,14014747091841;7,94273328916875;8,37712965836777;7,05119542650769;8,30354298930654;7,04443449406257;8,33355306235485;7,43559664716858;7,63446843046912;7,22074557916398;7,32342387561213;7,12512846434721
204783_at;MLF1;6,67498820085763;7,53776418464679;6,65200448352672;6,72863311399197;7,16998644522385;7,35343377664927;8,70897134666516;7,75696523383402;7,89469494800111;7,2020329251179;7,28921003610873;7,94606327562454;8,08721558834192;8,4541747265799;6,63826901798475
204784_s_at;MLF1;7,69162463301781;9,43964397679035;7,26793532080455;7,30231045731459;8,54274659367031;8,41055824677555;9,21068930596238;8,41055824677555;8,96543424094933;9,03921346904599;9,4003506866723;7,88337159793467;8,27319475223689;9,22336497497141;7,35731335960532
204785_x_at;IFNAR2;8,45014098844026;8,53833253784329;8,69975144179235;8,67194020835678;8,36762792437453;9,78025469459948;9,68282616043061;9,23241651410075;8,75223804914344;9,1426194684126;8,74140196341983;8,69627527137147;8,54907079084796;8,32139911812025;8,85906067500991
204787_at;VSIG4;8,73701307922756;8,74183719241365;8,53685191445109;8,78021522450392;8,26252432186926;10,7964702618399;10,1708457150317;9,78871151430519;8,98059215437883;9,73208308730197;8,92709179870517;8,53639673126932;8,68577965191137;8,76231800006599;8,55041932278263
204788_s_at;PPOX;8,06755075668189;8,40715398590958;7,28415793995389;8,24861141573309;7,74076257643707;7,40082798656128;8,42866212814029;7,773029447165;7,88505532292855;7,87459220447534;8,55887962721977;7,6351745775135;8,08663448247741;7,62239728570006;7,64333494924893
204790_at;SMAD7;8,32024728799995;7,72831051659517;7,81049953673153;7,50665455287778;7,7484369083634;8,50712001256154;8,36994285429241;8,13877495098633;7,95728614140645;8,11062030555453;8,76155922789714;8,54957090442243;8,7546306720471;8,15713114502064;7,85397347975991
204791_at;NR2C1;5,30730771165061;5,64971522512555;7,05734572174325;5,76324712875248;5,19978471010129;6,00573272127925;6,09849194507131;5,75589297801603;6,1363252320265;6,47211375363769;5,65492983532432;6,71961860093393;7,06284365229945;7,97185594257384;5,52375000781137
204793_at;GPRASP1;6,99393751369232;6,87327271081199;6,74754905222382;6,74067707987503;7,42066899832246;7,03229083076258;6,80998106597795;6,5802263148787;7,28462708216006;7,37295493377291;6,77579383281077;7,70737441567543;7,05529225504727;7,0900382594314;7,04013646191676
204794_at;DUSP2;7,4828852280175;7,46529386862934;7,71341471658365;7,80103508409926;7,86028296610735;7,8092216370236;7,51987922166633;8,54999380574259;8,72549552567743;8,77705794352894;8,03118490776058;8,28282009189537;7,37487608993301;7,43080912563765;7,79590163057572
204796_at;EML1;5,63053575593432;5,04135396411119;6,39400411229539;5,38106603397013;5,2989847939287;5,77432975884578;5,42592283963377;5,04611314058348;5,08398028112292;5,24060926371238;5,28895329738074;5,40657635881314;6,02628483495054;5,38470006212733;5,00904162963054
204797_s_at;EML1;7,5019822284932;6,66716241855848;8,16025906446486;7,10662658595107;7,10647692650705;7,52480989732693;7,08088423017315;6,53416578196374;7,09624364045369;6,85474204444144;7,26794201597022;7,15362726354277;7,97129495896985;7,53324486786921;6,3821951766997
204798_at;MYB;9,38098200853145;8,15239954051336;9,66068096972032;8,05810952209316;9,81701636947905;8,95924648785322;6,63475835716556;10,1328005032018;8,25562937255312;7,36902324617385;9,7169043568769;10,3893404161672;9,75609079931476;7,65812242856066;10,3066686345243
204799_at;ZBED4;7,50255930017342;6,88167926839738;7,62983592744386;6,96989061260723;7,19804722752338;7,06709435561296;7,16688536510875;8,68297367534738;7,93509409538417;7,35782195768714;7,06717022895608;7,17687024557158;7,37143280623651;6,83941895443662;6,87803204226884
204805_s_at;H1FX;7,77486093721178;8,3143821954226;7,9506477687117;7,47647057853628;6,8764955000754;7,84730909217131;7,99917440879291;8,0867284152478;9,4956269129972;7,66859760483155;7,78367206535747;8,02138149677487;8,30975163450037;8,39549723547782;7,83351300432894
204806_x_at;HLA-F;10,0160378368965;10,9582816103243;11,086321104727;10,3130313373226;9,69225347800186;10,992338397601;11,4457288577172;11,5127480918184;10,0820982040438;11,6269696773281;11,7634139352964;11,5617065613933;10,5522967827443;10,5070842048838;11,4370935265751
204807_at;RXYLT1;7,12316595096415;6,70446503401256;8,1576704283676;6,88520882161938;6,51916296700683;7,10724353849475;7,41739328760908;6,73252859246833;7,13735893731875;6,88708484638958;6,86427560749605;7,66271370367656;8,13487695140302;7,8906933133929;6,32828591661747
204808_s_at;RXYLT1;9,31832735513547;9,41606657617751;10,1902700336782;9,63600176712039;9,53703475790287;9,68054486824177;9,52678215051697;9,31444553152111;10,1421956333482;9,47845726338233;9,45728834766468;9,3973046059398;9,96398120669002;9,80721016048112;9,34858150191404
204809_at;CLPX;7,74830205684906;6,95117488480757;7,42250854998516;6,53532476040095;7,59552773558351;7,91631056907365;8,18003315892708;8,01858938131932;7,89269105345972;7,94640422126021;7,56114572052555;7,98879858077186;7,55000465802557;7,76088536559857;7,18732917138085
204811_s_at;CACNA2D2;6,88129071356518;7,5030930849313;6,70665985063309;7,03425851976947;7,11780677844466;6,94007102440902;6,72514416193622;6,82553010228999;7,12419439795374;6,65061933475832;7,33628262622701;7,67263339421912;7,96724041682638;7,31061425865175;7,66094208304445
204812_at;ZW10;9,06819347064473;9,1050722631279;9,50802764311761;8,80173776364694;8,92284426877839;8,92378357400898;8,86617422832194;9,0043185540758;9,04416658169321;9,11636979616259;8,44843808783381;8,74281387522649;8,39623105881061;8,59010447200747;8,98699790447926
204813_at;MAPK10;8,41500950550697;8,70032232636335;8,9318626901597;9,43990119029658;8,64613148289417;7,98908976792919;8,43660347852376;7,81303186462997;7,85306173685873;7,80590929519534;7,83048084024387;7,97256702199695;7,73453571474333;8,05955726010203;8,38340331639209
204817_at;ESPL1;8,16455644215459;8,16455644215459;7,9203619751339;7,85229547610802;8,02546567864306;8,16455644215459;7,93828238712514;9,00744455885126;8,80730777053287;7,97712807688139;8,39789217476573;8,13782188450122;7,97406399700103;8,57431935770253;8,72785481814677
204818_at;HSD17B2;9,36570598886355;7,81416130498948;9,21313987656165;8,50180799833473;7,74144611426171;7,18879132169186;9,09587090003089;7,9170719535032;6,76321969400563;7,57387259885921;6,86904594635276;7,62293368844238;6,51533130657482;6,98478253379917;7,02526665055753
204821_at;BTN3A3;6,51306017342988;6,6262601657361;7,0708572440707;6,29750676782649;6,29635843721548;7,67621885589415;7,3294245948434;7,76300691297251;5,90869783011619;7,98186165799325;7,83910040787191;7,93201350283821;6,89404096702892;6,55615062228125;7,41251519929456
204822_at;TTK;6,62517686264928;6,8770364277193;8,89530795450147;6,7355194991762;6,85446267786782;8,3961642664466;8,84807061818925;9,25028047449396;8,44457615937188;8,82695680573329;7,01416613778524;7,47521247717478;6,8290031200159;7,64595522970291;7,75450621350336
204823_at;NAV3;7,1018373063237;7,48744234527482;7,05205815639429;6,89397569854235;7,04854086996108;7,18791741547466;6,87319339606345;6,75043022440803;6,93569930279246;6,68734545414322;6,76722116912445;7,59672333725034;8,33826182259497;7,04978865872076;6,59875232339119
204824_at;ENDOG;8,1752875484509;7,97055655218534;7,70238921086107;8,21655593415625;7,15445727731418;7,27804825007805;7,89737959500193;8,81136626990364;7,59697766349072;7,6425821046906;7,95188740543698;7,35676615098602;7,44163761545718;7,59405482188183;7,0105312516845
204825_at;MELK;9,91142976440646;9,55752427559524;9,99648566457934;8,81728228377651;9,12734364951543;10,1551481770737;11,1023158099623;11,2626859551192;11,0688804874688;10,9604805849141;10,1303878760212;9,97844437190028;9,41198739973587;10,5920769188316;10,2263247335875
204826_at;CCNF;8,89395422921621;8,8845388870478;9,10122266702736;9,76650022445654;9,09635815884596;8,79192869248193;8,82394676760642;9,28350676713695;9,1991818776072;8,83847084178467;8,96105617306359;9,26939311919082;8,60426826404438;8,97577359234842;8,95530324208324
204829_s_at;FOLR2;8,8190845740079;8,51891276063307;7,87073127337301;9,25146831165403;8,46411638880878;9,72023653880147;8,73256224561564;8,69685411181157;8,90705721669886;9,28797870487314;9,01645045393279;8,97902796151273;8,57580036754295;8,65103173052264;8,6523576858003
204831_at;CDK8;7,47273098172022;6,03441508644354;8,527893121444;6,59183159530188;7,44954366771329;7,01259238191007;7,54359379525193;8,14952623317964;8,06720827822911;7,50494284894702;7,21535530894104;7,60665682555765;7,40342521692378;7,78429582829677;6,69248981431515
204832_s_at;BMPR1A;8,9559982538969;8,43689287712052;9,16917518192914;8,73884550570641;10,1930909614391;7,83226786188436;8,93557214835814;8,94811911910309;9,40001187896356;8,60311130856772;8,97222041752768;9,87158988461888;9,24191766256902;9,13075422159948;8,21142055893768
204834_at;FGL2;8,03038489733104;8,77941374470008;8,14207910878088;8,26110492500232;7,36018724860572;9,80877677093844;9,40684158917224;10,2090398844016;7,3710701438584;10,3360741333056;10,2975156389401;10,0736780050474;8,4287180587592;8,62806617062296;9,37439453972397
204835_at;POLA1;7,9223677010515;8,34081899996345;8,41407155879425;8,07871039015233;8,04176069911826;7,51438106533186;8,92196995323604;8,5183153034058;8,47936111381475;8,36004130430548;8,27423414849862;8,31587746399348;8,05159952642343;8,5934155127032;8,42305827085984
204836_at;GLDC;6,51508900982205;6,61590983206053;6,50389342498416;6,44249552936551;6,82098377770863;7,37970454309076;6,47445070349299;9,64163292615005;6,8388223359839;7,0273503981233;6,44955547144748;8,83766949173201;6,45684187789013;6,47534184943183;7,95084691815714
204837_at;MTMR9;8,91719856948887;8,87127986353067;8,64594914052338;9,72613265758723;9,04378036879039;9,27791052459153;9,18663284956722;8,5943391713698;8,8691269363131;9,07430841371711;8,929790754991;9,17468059509111;9,26323251869473;8,9450255047373;8,70529038568204
204838_s_at;MLH3;7,81331122378266;7,52523963861349;7,70753868148228;7,29040215931999;7,16178553952032;7,53456901099748;7,02546976263108;7,51327965095778;7,22215414125766;6,86561870988753;7,83704397948702;7,82131831779948;7,65881694596371;7,8111650952113;7,36843966288947
204839_at;POP5;8,6255721679318;9,71718184360952;8,83750568308489;10,3787437929162;8,53217412179811;9,17184580598439;8,86940653816096;9,02208071098058;8,41675461151769;8,9645148178137;9,15197357747039;8,85784125151448;9,5066743684854;8,42256772685547;8,89138415518302
204844_at;ENPEP;6,65359678455662;6,56431312786416;6,02122670260985;6,30234399162804;6,24072234198848;7,27564162645131;6,12721452336973;6,64020008480642;6,99698470587252;5,9636937142506;5,94256660672273;6,24157521567314;6,41510920851908;6,55307218575851;5,86359916160927
204846_at;CP;7,34365316503521;6,62436406857405;11,1046363449947;6,6291721027701;6,97797766762478;7,45258178127038;6,71516182550659;8,25078372288849;7,64042969046077;6,87046886243046;6,65499490682172;6,88473512156749;9,84088392227286;6,71846800337881;7,16594428994512
204847_at;ZBTB11;7,50070490066114;7,62614892721551;8,58395873755857;7,62019648916366;8,27993339304732;7,44214068160048;8,17739098966412;7,48990122519339;8,31569584455314;8,07143498636332;7,77236567149728;7,66630009598278;7,68212780620703;8,27175450427714;7,76663660073482
204849_at;TCFL5;7,79425182994735;7,54884971274479;7,59451481237974;8,09662253785365;7,98310984927795;8,34790669628126;7,78506295457398;7,87107075797622;7,53651547790981;8,01967311596557;8,21311406460706;9,04217946055767;8,36804918767309;8,80841167959682;8,47409500438712
204850_s_at;DCX;5,96070194806001;5,81967753787062;5,7109427922205;5,72633354326583;6,18457495114412;5,85034722569557;5,92791846613416;8,3407083831876;6,10303418106837;5,8747499912091;6,34248718736205;7,27724300879527;5,75120269501508;5,85122880215098;6,06198928787086
204851_s_at;DCX;5,09245473195157;5,14611871316148;5,07631159970954;4,99867857628051;5,12589211856644;5,02214690156471;4,92719256258293;8,58566413253418;5,3453246662959;4,91562733130958;5,58093074377011;6,70694172316239;5,09276617055688;4,9838069680196;5,04037965108195
204853_at;ORC2;7,24387137536384;6,70192721211608;8,75553878644999;7,25053451756779;7,53832588882165;7,01481305595453;7,98331821019694;7,63254768825574;7,11498651272606;7,86702547780622;7,33554129424495;8,29429387735175;7,40762459418328;7,32601428755551;7,77884702638345
204854_at;P3H3;5,96576700995672;6,47307801000195;5,82591312114595;5,56065452522112;5,86697783086304;6,26602958489125;5,91762134118144;6,51005492420514;6,63246382280989;5,66775377207064;6,27576000373973;5,52246797048586;6,13906565523678;6,24511796239008;6,0747626378141
204855_at;SERPINB5;6,89496967559483;6,54642859160226;6,42978126324553;6,21955118022167;7,51515730156037;7,91802570367916;11,9129243184064;9,08300245512941;9,05399462811428;9,23299672402181;6,80799069515468;8,23443812978889;7,54483971222939;7,17428656713482;6,72749512008675
204857_at;MAD1L1;6,18693029974545;6,55415981288013;6,12267408542502;6,61558008554192;5,90542307097534;6,5272522485979;6,48072473594889;6,17396811329919;6,4572861640871;6,81253053151689;6,7771994628599;6,29873548209855;6,73707471224256;6,26548185064177;5,93994012866191
204858_s_at;TYMP;9,26160251716742;9,13191745683027;9,98034596411487;8,87913569823835;8,98567832364609;9,75991862077348;9,22783920399525;9,87376360895056;7,97557998963825;9,92251929290231;10,0615564112962;9,35510376938264;9,32313900742443;9,1753055256924;9,43115313645414
204860_s_at;NAIP;7,11795099578433;7,4392145827297;6,11965129706059;7,21925889942674;6,67595224047914;8,01746793019052;7,20017731084962;7,72040022608747;6,43873811090604;7,87083999687798;7,85867037273857;7,20017731084962;8,1565088940373;6,77164670144008;6,79236733925964
204861_s_at;NAIP;5,69041123031906;5,84918141490238;5,05908139019718;5,65113202327965;5,57520223199226;5,99343465288104;6,01827294765115;5,89531525877738;5,26893584278209;6,1410310596327;5,86021403603622;5,9421920254716;6,38089231294714;5,46982153240748;5,601533985966
204862_s_at;NME3;9,57175399000626;10,2043030106726;9,60370588676064;9,21795404923131;8,92642895495166;8,94343487750041;8,96422293765765;9,51686466230501;9,45541088239536;8,94514277003968;10,1717041588452;10,0393069376617;9,34682767513939;10,375317872763;9,78596571020631
204863_s_at;IL6ST;7,82182683257051;7,28252998711492;6,77940180511919;7,82770832977398;6,69458072488378;7,83019473379903;7,38241542892407;7,01550516395526;6,44761280630941;7,97285069847039;7,66603939576822;8,16894346693706;8,67014649047652;8,62622405275259;9,47366280909321
204864_s_at;IL6ST;6,39761077723935;6,65743536995131;6,47481420311565;6,40827891301419;6,19432503033565;6,75059716322637;6,88504472494853;6,55840118421397;6,58578046907071;6,81331292969322;6,97986002894945;6,69505212342823;7,33265937049189;6,6885579049893;7,17431664789003
204866_at;JADE3;8,20757255518039;7,87531261653266;9,24528225504226;7,81576044609974;8,29349584047159;7,25725600737474;8,33714938163511;8,32533464561431;8,29349584047159;8,49342956176038;8,98399605399969;9,11241062827641;7,71522940490276;7,73173337883238;8,68016273248569
204867_at;GCHFR;8,29319354380541;9,09619870528406;8,37449680603489;9,25198576510712;7,96277991376633;7,92064209695649;8,27493752073491;7,66657337719939;7,66316998984085;7,40414863180138;7,85647350642611;7,58969218423872;8,09452545534968;7,96277991376633;7,74200425269298
204868_at;MRPL58;10,8181506447199;9,63895679681002;9,00098867941223;8,65102464232779;9,25782616165724;7,90573635933095;7,92268669272355;9,64959848222116;9,16735937400657;8,80831437343731;8,96942043637594;7,98713286558247;8,83021501479437;9,15690022043916;8,63465026661111
204872_at;TLE4;7,38311132737951;7,97376134258824;7,07967006040432;7,21855589097793;7,40261268411243;8,3549624741974;8,37175930414496;8,16434302806675;7,30363529041707;8,50960161929776;7,77761406304842;8,6491698986642;7,43620865575827;7,54321257434547;6,58955779984634
204873_at;PEX1;5,58034274939342;5,55857988421059;6,73120241325023;5,47309576307647;5,46853197969973;5,21143955119451;5,61727120333079;5,55857988421059;5,39060527548323;5,56212452320049;5,49379406653104;5,59892592673061;5,77111507784806;5,84061956336732;4,61690701040849
204875_s_at;GMDS;8,28989280269687;7,41592296675918;8,93970846530707;6,74353873742293;7,28294381004837;7,03606720136739;6,72008895850429;7,96702901805569;6,09852083780379;6,98806917300752;6,20919920435604;7,85120770088014;7,24482079341766;8,2310571832243;6,64291397694007
204879_at;PDPN;6,87122294495089;7,20421011837385;6,95086951137068;7,70275079383249;6,78299278988396;8,46692555994153;7,25571503117651;7,36093876445467;7,0238303859227;7,34086373757072;7,36571108334208;6,55521617626739;6,98802183007847;7,05934993316241;6,99214370094222
204880_at;MGMT;6,7999240212709;6,9727084380661;6,08963889488704;6,74844885630859;6,65704932037375;6,9727084380661;7,77777813632709;7,40395780656236;6,66391260305263;7,13209685328457;7,43539321903573;6,80527490480011;7,2902632070647;7,33091869619494;6,29240602577902
204881_s_at;UGCG;7,87526022816776;8,03116783872855;9,25317157255884;9,1335267104482;9,01786233906452;9,00742624531293;8,87266974288878;8,12594492352118;7,87466301673252;9,50303164687577;9,24834438818031;9,20675023944657;9,70790811970166;8,89376886255252;8,81472358387816
204882_at;ARHGAP25;7,89349392716106;8,39500873013151;7,96301461458493;8,76976188614509;7,90920437509426;9,05749851592286;8,42906354868457;8,72757916954949;7,74359021860054;9,33859444957915;8,92628969155728;8,74955637644211;7,88259561907028;7,89070024898707;8,39880374942792
204885_s_at;MSLN;4,68626359162218;4,79190359916483;4,67598413021693;4,72534074887061;4,80825574275625;5,29591182849906;6,60841699789926;4,7006676410557;4,75939976145451;6,2944358723068;4,77022660133413;4,78878450910659;4,6235100252362;4,92368843922611;4,85242647604063
204887_s_at;PLK4;7,85397993632203;8,28949252700693;9,18209239078135;7,38451028708652;8,08398461890033;8,14685665844603;8,42658484402098;8,80786155220817;8,73807379918945;8,26545344753078;8,60835602704911;7,99231214328006;7,95838817701193;8,69133732373095;8,44518445717469
204890_s_at;LCK;6,96282013240292;7,21634914119441;6,98899531055251;7,54640697317571;7,20621934047694;7,23600584977771;6,86488593228654;7,15026410231008;6,8171510373969;8,55351683240722;7,33259888360074;7,21896822193308;6,7562436571893;6,89449036736149;7,32478367379872
204891_s_at;LCK;7,1330151627914;7,49360543038765;7,12036085023484;7,93085972198191;6,98336031756665;8,10810475149233;7,09664478856094;7,78122182025492;6,80017463241213;9,42579197654426;8,64125670790447;8,10022993149378;6,74074121917605;6,70713112605053;7,57567324211164
204894_s_at;AOC3;6,86523916049753;6,09185134072784;6,05269743894827;7,12994167518186;6,51435303673518;7,74943169597102;6,12497941490248;6,6269093123981;6,33985025781586;7,00235148713299;6,50681007065997;6,94924756687868;6,61470092583726;6,6956283254701;6,13827306170182
204897_at;PTGER4;8,14917655458566;8,6011711381007;8,45248905126617;8,8351474227566;7,49279060801948;9,29131923901675;9,05734805288434;9,16765593741732;7,39364303545274;9,50242938504852;8,90070522211984;9,1725792968327;8,04162098683653;7,60809511388865;8,15090964708146
204900_x_at;SAP30;7,89077484788265;8,58939786994144;9,35029383219475;8,53482491364861;7,69669597801184;8,50927638417251;9,29617591345296;9,22200878132105;8,20551424619965;7,93385448442624;7,95003524203026;7,95164919344172;8,07890339865675;8,16768198460569;8,32107630243013
204905_s_at;EEF1E1;8,34134849650681;7,88650596678733;9,01609428610911;8,96719395875427;8,50544389857367;8,65990331306493;7,82833536447267;9,37014771706333;8,50518999138047;9,77467275102022;8,60027681546068;8,09160188230696;9,37193674978239;9,02254645484894;7,78425103525395
204906_at;RPS6KA2;7,72364360378055;7,85341439060765;7,06152245276763;7,46595402351887;8,09986326899201;7,47016674223891;7,657024914845;7,13901445671095;7,12237325324871;7,47016674223891;7,55321496754935;7,53410676735637;7,34991350775351;7,52926357511416;7,47016674223891
204909_at;DDX6;8,77952203861501;8,75018455262619;9,27964318023835;9,2844696734022;8,87961465509179;8,89686709955569;8,75851607725554;8,94206354573465;9,51699419036723;9,31322747897487;8,55446109004919;9,26427572696608;8,88205153238001;8,99919017830728;8,98118944189237
204912_at;IL10RA;7,98978827751809;8,37157447591552;7,74725310055804;8,44881928738589;7,4468203113903;9,28216099111836;8,31506230716612;9,27803872901925;7,79388833012985;9,8424820234198;8,92556120217186;8,85724323705494;7,90181867312052;7,75612169507114;8,35194330785202
204913_s_at;SOX11;6,04259213363095;7,14571424179654;6,45795433078023;4,75683668030669;5,79671124688491;5,44937229280889;4,78415368118956;6,43840938274299;5,62932035204104;4,9450142515432;5,03513516533776;6,00436042094603;4,66822469060648;4,95821323244375;5,44937229280889
204914_s_at;SOX11;9,51172240871858;9,49667546150754;9,47979359266413;7,25555769049589;9,27907875460119;9,01840965040708;7,79923289522067;9,24779295993418;9,33510994744647;7,42816335241911;7,54465080580326;9,53318132196368;7,38975703354521;7,29730193054101;8,48534918155821
204915_s_at;SOX11;8,1791326342887;8,249257981833;7,92335195007681;6,49921031420542;8,33886493597651;7,63231208685252;6,35332353913393;7,7728998049073;7,96391891194374;6,63171544452035;6,94993211201786;7,57191858263424;6,62855972167068;6,3311874646522;7,12306239240475
204916_at;RAMP1;8,1775238597471;8,87168587638256;7,88544320195752;7,85950837393037;8,11708791876245;7,93623298087766;7,89125111572027;7,91979113280249;8,25425908350114;8,31905781168807;9,86802380858552;8,71253985374796;8,25674379666575;8,74960756520788;8,28153272245368
204917_s_at;MLLT3;7,04050185084477;7,02549242325867;6,78720531516944;6,48600174952395;6,82853854813611;6,654046266773;6,83250859410337;7,89228898922325;6,35652725624255;6,59062864144592;6,69951625077008;6,50419523711629;7,02941640033271;7,20170677798619;7,26760315981211
204918_s_at;MLLT3;6,52680953849003;6,12155853907877;6,29679780298822;5,96113115353548;6,10069856666019;6,18091874787638;6,33818194115276;7,8336607897062;5,88887983201025;6,14654767650613;6,1155796838559;6,29679780298822;6,94621355740667;7,11623257997407;6,96841974909983
204922_at;C11orf80;6,61211603412343;7,67523467873986;7,78295609544131;7,60763912251693;6,63095228423542;6,29830586133841;7,90154791356554;6,74687637710132;6,50316027666888;6,69823921421436;7,17196056942749;6,97095385385162;6,53599818594174;7,46744355523765;7,04922179736186
204923_at;SASH3;7,90602425926919;8,19419520047851;7,74749391461638;8,43247970002908;8,14197802834118;8,70954445401853;7,99890440489266;8,36285836644225;7,8225717019799;8,96965229861106;8,42887067611731;8,42302114541973;7,76693821636465;7,86423720828411;8,05224325680573
204924_at;TLR2;9,08479020753598;8,45191575177797;8,88421339809651;8,5698903977908;8,83583363207501;9,87842869124897;9,59911482962659;9,2687783316857;8,38623871895614;9,50428213569547;9,34326954443786;8,56446712197217;8,34035965646108;8,24986697758316;8,42927601412869
