,SymbolsA,EntrezsA,logFC,AveExpr,t,P.Value,adj.P.Val,B,logFC validation,A,L,GSM26878.CEL,GSM26883.CEL,GSM26887.CEL,GSM26903.CEL,GSM26910.CEL,GSM26879.CEL,GSM26896.CEL,GSM26897.CEL,GSM26907.CEL,GSM26911.CEL
217284_x_at,NA,NA,3.3321495914829,9.13330724566698,7.44358548975628,8.41257826417617e-07,0.000757208521760075,5.90063629261699,3.3321495914829,11.6817292291844,8.34957963770151,11.7265729986124,9.74072008740223,11.4360349744468,12.8188123758691,12.6865057095916,8.08820228020747,8.53408512519031,7.97277908936281,9.36240823474953,7.79042345899744
206165_s_at,NA,NA,4.14867862800038,8.15249712846581,7.29327874850202,1.10502395904206e-06,0.000911736851539623,5.65479961423167,4.14867862800038,11.3689910236578,7.22031239565738,11.907238970755,10.9689668664997,12.4424070271013,9.60183876416373,11.924503489769,6.16836774840601,9.5079444359454,7.56649676852148,6.06217277224685,6.79658025316714
214451_at,NA,NA,3.67508836904281,7.43282304943528,7.09891370138522,1.5794117456034e-06,0.00120290428409379,5.33155214014617,3.67508836904281,10.5462054445821,6.87111707553933,10.1769196442276,10.0603908239576,11.2011400821682,10.8888253205744,10.4037513519829,5.00100973726427,5.77997923430927,7.18955369358616,7.32790585441884,9.05713685811811
209799_at,NA,NA,1.87583458245411,6.09087151252176,6.96649297873637,2.02048298085601e-06,0.00142891442810395,5.1078602378789,1.87583458245411,7.25721994862828,5.38138536617416,7.10581062551621,6.15931672573976,8.04551425497904,7.17387554474219,7.80158259216418,5.47339228246946,5.35115104501643,5.22550331739492,5.40845224564712,5.44842794034288
219197_s_at,NA,NA,-1.51461355496022,8.01480201696556,-6.75831374821043,2.99021409694424e-06,0.00183322740715504,4.75051741623383,-1.51461355496022,7.55499158946427,9.06960514442449,7.74424683910518,7.43777644036187,7.61514393018509,7.19656374232419,7.78122699534503,9.67107048845489,8.80684186986679,8.7575610896488,9.34478569799312,8.76776657615883
203740_at,NA,NA,1.71380764601636,10.9084391325635,6.73828934448526,3.10608411539143e-06,0.00183322740715504,4.71577996688407,1.71380764601636,12.0026428957389,10.2888352497225,11.6974444325161,11.6570668547892,12.1741213359061,12.4885060350739,11.996075820409,10.417531345993,10.9602687337199,9.80869163449918,9.88835256049021,10.3693319739102
206164_at,NA,NA,3.27323736059914,7.0121679534061,6.73129465923685,3.14764831043689e-06,0.00183322740715504,4.7036308150992,3.27323736059913,9.36269851066796,6.08946115006883,9.50671999263863,9.09252118178259,10.8933090260842,7.29741423269703,10.0235281201373,5.66205184680752,7.23930730093389,6.20249567430713,5.43531163833173,5.90813928996386
221505_at,NA,NA,-2.07314931813557,9.67358521059631,-6.69822784883537,3.35209811222408e-06,0.00184384018939614,4.64609102738633,-2.07314931813557,8.0987389993545,10.1718883174901,8.88752358415488,8.55684083294942,8.1466594382681,7.47007439159202,7.43259674980808,10.2302619978118,10.481477271416,9.52595800327672,10.1485113804871,10.4732329344588
209603_at,NA,NA,-2.451411811711,8.58425415384381,-6.66952893941137,3.54070282344795e-06,0.00184507887657675,4.59601057753044,-2.451411811711,8.19491065267416,10.6463224643852,8.32416668612496,8.54295231342527,9.00262326260903,7.38121853405509,7.72359246715643,11.1558382658202,10.4459643617859,10.6401327254355,10.5004108536059,10.4892661152783
211682_x_at,NA,NA,3.47084938099243,8.57563671253186,6.56711438040902,4.30845339227521e-06,0.00213289985184584,4.41622597229529,3.47084938099243,11.1707204725692,7.69987109157673,11.6181635026568,10.779730574723,11.644801789306,9.18644212374612,12.6244643724139,6.97420701288651,6.75367743929723,9.16245640631447,7.1334208504068,8.47559374897866
209337_at,NA,NA,-1.78481914546284,8.42616715717158,-6.50317459353781,4.87357428443312e-06,0.00229777423762725,4.30313844431923,-1.78481914546284,7.0035351712315,8.78835431669434,6.88543089207992,6.5366197736678,7.1574213599321,7.31161984388762,7.12658398659007,8.28065964488587,9.07755678760403,8.99809634714681,9.19373934786885,8.39171945596616
206827_s_at,NA,NA,1.60786500822124,7.67672231408902,6.37645880660023,6.23213507856988e-06,0.00280474406422365,4.07711481611492,1.60786500822124,8.71625455389235,7.1083895456711,8.84225880046269,8.30563314553657,8.02410100906379,8.69874173694248,9.7105380774562,7.22894184290573,7.09178634791808,6.84985971288278,7.13106642286828,7.24029340178066
206166_s_at,NA,NA,3.98432231138109,7.47631152702823,6.34736841181675,6.5960773582592e-06,0.00280927986444601,4.02487000320069,3.98432231138109,10.2461027606917,6.26178044931059,10.8509795870902,9.81887678519595,12.3305653612922,7.11976285228846,11.1103292175916,5.93906730229875,6.9633196579251,6.31731765549226,5.91158143524886,6.17761619558796
209786_at,NA,NA,-1.7577937151087,9.81043750131007,-6.33105844772228,6.80968758172955e-06,0.00280927986444601,3.99552022502052,-1.7577937151087,8.454843443953,10.2126371590617,8.50190126718669,8.15106060795216,9.06899520242254,8.49808923989191,8.05417090231172,9.16019257034967,10.6061714169399,10.4326656837214,10.6572027856767,10.2069533386208
212982_at,NA,NA,-1.22507668833023,8.30122929825354,-6.24111477741769,8.12338526353089e-06,0.00321718549976878,3.83292147675203,-1.22507668833023,7.65349264874274,8.87856933707297,7.60291783048664,7.68500046786715,7.94916974945874,7.72628268025974,7.30409251564143,8.39389682957958,9.17765538418456,9.25792374897106,8.8814617591198,8.68190896350983
201236_s_at,NA,NA,-1.33755737901661,10.0865956221754,-6.1527374673479,9.67099922905348e-06,0.00368279089872533,3.67193275800712,-1.33755737901661,9.56997803044943,10.907535409466,9.67430026405557,10.0261410125017,9.48722513707842,9.23903378600249,9.42318995260896,10.8858035651409,10.9046046202903,11.3014769656249,10.8388677377278,10.6069241585463
205306_x_at,NA,NA,2.69622004935728,8.91943132558654,6.07786222993388,1.12198932798747e-05,0.00411437642089033,3.53460004298535,2.69622004935728,10.7947744991984,8.09855444984111,11.3985730752854,9.14164032186913,11.3942701314159,10.6132928693577,11.4260960980639,8.62969919629287,7.42436393663743,7.40996620408714,8.2825677049975,8.7461752071906
211138_s_at,NA,NA,2.77831139904083,9.15960625921655,5.99760388172837,1.31674674556979e-05,0.00465611054567376,3.38644594344899,2.77831139904083,11.066973423663,8.28866202462222,11.7546589090864,9.2877909606473,11.7288435741768,10.9318397404642,11.6317339339405,8.8792695085145,7.45808126208642,7.7344235254608,8.46290543657893,8.90863039047042
203685_at,NA,NA,-2.05737833203953,8.18809326859651,-5.95340861004279,1.4385924276487e-05,0.00491155297453442,3.30444787880873,-2.05737833203953,7.13342619545811,9.19080452749764,7.18827932091882,7.18901449926465,6.41847677710009,7.19409143609416,7.67726894391285,9.48074706273551,10.3030851538637,9.21016017228004,8.65111786387685,8.30891238473211
202641_at,NA,NA,-1.1891724148009,9.38960887535031,-5.71196573537098,2.34344843602702e-05,0.00773416098836785,2.85137670070156,-1.1891724148009,8.72639602521632,9.91556844001722,8.39266776918437,8.83367441500356,8.75594701607223,8.64488609649512,9.00480482932632,10.171474677731,9.97735091544344,9.54513491764807,10.1129138572378,9.7709678320259
211110_s_at,NA,NA,1.61994097143849,7.70802817236694,5.62939133410112,2.77378049487391e-05,0.00855699413848195,2.69448672419998,1.61994097143849,9.11593156325099,7.4959905918125,9.07062469866796,8.71437648439849,8.73313074486531,8.97146895604864,10.0900569322745,6.94597556908515,7.1721107446402,8.42945157553033,7.33073834859957,7.60167672120723
205961_s_at,NA,NA,-1.19049750760085,7.91375344687102,-5.61356897463715,2.86512552691269e-05,0.00855699413848195,2.6643143915038,-1.19049750760085,6.95038681049793,8.14088431809878,6.96127930431856,7.0272905751872,6.78115037445345,6.97129162075346,7.01092217777697,7.95499606899631,8.07762533717752,8.48496529512657,8.30730266928341,7.87953221991006
202786_at,NA,NA,-1.90959870724471,7.79571342969182,-5.61147968962057,2.87741671813509e-05,0.00855699413848195,2.66032761863005,-1.90959870724471,6.89271965292095,8.80231836016565,6.72557052826908,8.1699411830061,6.82574381175598,6.44655761069153,6.29578513088206,8.03786526806413,9.16834886472659,8.67962334241197,9.11012944569041,9.01562487993515
204041_at,NA,NA,-2.206401970265,9.42094693186617,-5.60123624322483,2.93846884868585e-05,0.00855699413848195,2.6407722333223,-2.20640197026499,8.53387230687069,10.7402742771357,8.45993095699977,8.58969693355747,8.23212222397859,8.21711702456329,9.17049439525434,11.5186117041462,11.911549755083,10.9459063934604,10.0002245554321,9.32507897755674
219736_at,NA,NA,1.61613550061893,7.04315333910413,5.57949269644538,3.07252243806415e-05,0.00864616506483322,2.59921387269668,1.61613550061893,8.38693327229201,6.77079777167308,7.82776554795315,7.55344498955635,8.85205180578773,9.24121639539847,8.46018762276435,7.22409501329637,6.91924512823438,6.91924512823438,6.6885579049893,6.10284568361096
209604_s_at,NA,NA,-1.92788601834367,10.7464043783828,-5.56833464844741,3.14374247383089e-05,0.00864616506483322,2.57786199850405,-1.92788601834367,10.6870124556941,12.6148984740377,10.6161114144471,11.0920978660084,11.2612817330424,10.0228381591414,10.442733105831,12.952051975673,12.4832215883437,12.4589644399001,12.6194588141729,12.560795552099
202579_x_at,NA,NA,-0.904498482322957,10.2261640427615,-5.39890048312476,4.46040054919111e-05,0.011935790766903,2.251545175909,-0.90449848232296,9.49333958511601,10.397838067439,9.37505003967609,9.5047801580699,9.473809461046,9.53620673852896,9.57685152825908,10.1131410966233,10.336238461818,10.4326365913782,10.5217751617681,10.5853990256073
211621_at,NA,NA,1.24825392397083,7.27166495351072,5.29279379997622,5.56251528037896e-05,0.0144932799450084,2.04525153564052,1.24825392397083,8.45733147776571,7.20907755379488,8.5820323857864,8.00683879459617,8.46107199942806,8.22010819988834,9.01660600912959,6.64135586960476,7.35056547088192,7.76117138541944,6.90189664426651,7.39039839880179
202357_s_at,NA,NA,-2.56811619637023,9.26622860758012,-5.26017050015188,5.95482715487864e-05,0.0151176265796034,1.98153483358738,-2.56811619637023,8.34400422955103,10.9121204259213,8.89683664311601,8.53558829084772,10.1008929919387,7.27974611969168,6.90695710216108,11.1533100682535,10.6131097465349,10.9336823761019,10.8249619030709,11.0355380356452
219529_at,NA,NA,1.99935016661019,6.10568826109569,5.19823744898688,6.77957941286588e-05,0.0167734289362593,1.86020713345587,1.99935016661019,7.43116717210744,5.43181700549724,8.20556604810006,6.10381343573198,7.54215918065716,8.82616564916687,6.47813154688109,5.39190230398048,5.33329552792998,5.28846189566835,5.76196917242903,5.38345612747837
200972_at,NA,NA,-1.09747360981453,10.5507979606466,-5.18559866951004,6.96180314551114e-05,0.0167734289362593,1.83538954264201,-1.09747360981453,9.84181549987559,10.9392891096901,9.83738111373343,9.97356769173165,9.78699788428763,9.83944265390859,9.77168815571665,10.2700117085814,10.7220772700821,11.2782845921985,11.2766694589265,11.1494025186621
201093_x_at,NA,NA,0.880829631891118,10.2756225918625,5.17521399822094,7.11528143947974e-05,0.0167734289362593,1.81498358534824,0.880829631891118,10.8080040586343,9.92717442674316,10.5851781905985,10.8267613422385,10.6498764402112,10.9887487839772,10.989455536146,10.1342864537764,9.66441363407146,10.1647727303236,9.78429443147619,9.8881048840681
201095_at,NA,NA,1.52912272422449,9.85216565124681,5.15803542532864,7.37682517460679e-05,0.0169855688497167,1.78119891914489,1.52912272422449,10.8106279729646,9.28150524874014,10.3125603772521,11.3874826478453,9.93587327033721,10.8179359406276,11.599287628761,9.34764534818887,8.64214164573708,9.97211438261954,9.17823522997448,9.26738963718075
201291_s_at,NA,NA,-2.09350349868616,9.49850092558224,-5.10327737176205,8.27819841608832e-05,0.0183842448891896,1.67327233218613,-2.09350349868616,8.11527232568544,10.2087758243716,7.93780635623209,8.29544442369486,9.2047113546358,7.92110185379331,7.21729764007116,9.26995581014046,9.33212950627235,10.9125221951029,10.4000654252271,11.1292061851153
201976_s_at,NA,NA,1.55083368404463,9.83433976605975,5.09886175350374,8.35563094650573e-05,0.0183842448891896,1.66455385072392,1.55083368404463,10.460817532962,8.90998384891741,10.1266438774036,10.9970917538954,10.4171836880818,9.82043159881573,10.9427367466137,9.01646708853892,8.7951767760493,9.33847056856496,7.83641486010213,9.56338995133174
201701_s_at,NA,NA,1.0519666672828,9.41473247272547,5.080336102731,8.68866827284177e-05,0.0184665386976546,1.62795084196617,1.0519666672828,10.1166738233809,9.06470715609805,10.2086579301098,10.2696584101258,10.3097840848881,9.37683785975932,10.4184308320212,9.01740430283883,9.07432026108686,9.15538365326616,9.24277722296942,8.83365034032898
210976_s_at,NA,NA,-1.10948911450699,9.77036822555116,-5.07308042983329,8.82278086553789e-05,0.0184665386976546,1.61360422562938,-1.10948911450698,9.09931548589083,10.2088046003978,9.10743190630295,9.73623622181992,8.84409341917076,8.7426015259739,9.06621435618659,10.2850440027344,10.1456741145364,10.208917995082,9.83921540667023,10.5651714829661
203627_at,NA,NA,-1.03938289210008,7.17722038491357,-5.06616543759201,8.95256900805396e-05,0.0184665386976546,1.59992558540195,-1.03938289210008,6.64419474616021,7.68357763826029,6.66397693801218,6.68198715603669,6.73491394252684,6.28007956187674,6.86001613234857,7.80124504060553,7.95641283242699,7.7976845431974,7.10085359607462,7.7616921789969
212554_at,NA,NA,-1.19125567070501,7.86548530492213,-5.03717784772258,9.5182672497544e-05,0.019232727355065,1.54252527414281,-1.19125567070501,7.52398407375507,8.71523974446009,7.26662642031396,7.49343147738589,7.60193456319408,7.90156185145113,7.3563660564303,8.73832347710677,9.47392361243748,8.08005248991824,8.30044511574853,8.98345402708941
203059_s_at,NA,NA,1.70450592589991,8.08031971861526,5.00063791221936,0.000102838403184214,0.0203640605985381,1.47003476745769,1.70450592589991,9.15536831256673,7.45086238666681,9.7287805030005,8.64982569255909,7.90760560205185,9.18977788508511,10.3008518801371,7.44422768130395,7.10390589562399,7.23236825345063,7.48918592146095,7.98462418149455
210513_s_at,NA,NA,1.21004186834373,7.78073167937902,4.96543817610349,0.000110809462998484,0.0215122449636861,1.40006301911548,1.21004186834373,8.41544456981017,7.20540270146644,8.46745297847146,7.87185037901973,8.51913782243908,9.16182360527407,8.05695806384652,7.4767382851411,6.83475069912033,7.18743577876423,7.12778619385729,7.40030255044925
212195_at,NA,NA,-1.70732719162176,10.6393709799271,-4.92189283746396,0.000121551536646769,0.023143880083455,1.31331558992551,-1.70732719162176,9.85742018540129,11.564747377023,10.3333052945506,9.17149005734935,10.0681682656374,10.104511126574,9.60962618289514,10.6455698110066,11.5671590197363,11.7659076010603,11.5839201668133,12.2611802864988
204624_at,NA,NA,-1.53710619958204,8.40189574313817,-4.8734989599412,0.000134745345052324,0.0251719558747746,1.21667441657077,-1.53710619958204,7.96393570370058,9.50104190328262,7.75944332714836,8.82454417279401,8.12667367881559,7.41545698447738,7.69356035526754,8.54239905996473,9.8261226293427,9.60964440117862,10.3761373813621,9.15090604456494
205307_s_at,NA,NA,2.03627419584911,7.14765398612501,4.82623546825487,0.000149044649455082,0.0264740570546174,1.12205921539249,2.03627419584911,8.55759025701709,6.52131606116798,10.0853016014059,6.72273510069232,8.19215433284566,9.40146135241056,8.38629889773099,6.44607332127992,6.44118089634011,6.32968345249438,6.54485899108709,6.84478364463839
213831_at,NA,NA,3.70812023823588,8.63138516675202,4.82579261301518,0.000149185718910947,0.0264740570546174,1.12117162138936,3.70812023823588,9.92667194150822,6.21855170327234,10.2241802695628,9.90997305998083,10.5562008265104,10.8816522030149,8.06135334847219,6.45289752081063,6.17115711575738,5.96532035612853,6.07332400768169,6.43005951598347
203595_s_at,NA,NA,-1.25473519772548,8.95011925765168,-4.82406571546514,0.000149737116963799,0.0264740570546174,1.11771029637161,-1.25473519772548,8.31045844547308,9.56519364319857,8.26107705010189,8.42758822043512,8.60928509871431,7.99036487637218,8.2639769817419,9.9560139471029,10.155216286099,8.96466863868024,9.38037562616671,9.36969371794397
204669_s_at,NA,NA,1.02221395309116,9.00138547871823,4.79633450373678,0.000158882118021547,0.0275981026409006,1.06208688344799,1.02221395309116,9.68034841584758,8.65813446275642,9.46765478827914,10.4573891175283,9.73533308877568,9.57871245446434,9.16265263019046,8.58308476784597,8.57572145683042,8.75445328625334,8.76549427571189,8.61191852714048
217838_s_at,NA,NA,-1.71907595789636,8.51164546954196,-4.78683827214403,0.000162143067994364,0.0276646451324264,1.04302212294217,-1.71907595789636,7.82039516889968,9.53947112679604,7.85018974565441,9.25313140026452,7.288413476156,7.7550688557976,6.95517236662586,9.58047502671479,9.28377565225215,10.2480227605218,9.61359970179325,8.97148249269816
203566_s_at,NA,NA,-2.09016266426453,8.38184399626907,-4.77909241991095,0.000164853455490673,0.0276646451324264,1.02746503733264,-2.09016266426452,7.62359112165325,9.71375378591777,8.09838328924671,6.68395875000486,8.83907183091927,6.57749853787653,7.91904320021889,8.59206096574296,10.6877591064779,9.30151306121673,10.1575322700563,9.82990352609506
211712_s_at,NA,NA,-1.87923093352868,6.75977037328921,-4.69956465662993,0.000195502945617649,0.032261244409339,0.867413847454472,-1.87923093352868,6.20288110286431,8.08211203639299,6.2983864590303,6.27643715478516,5.88565561313674,6.09112214457539,6.46280414279397,8.83210205254674,7.27172677239973,9.81420191470639,7.09028484386267,7.40224459844941
208855_s_at,NA,NA,-0.81661137428423,11.9056415738412,-4.68276684438573,0.000202687052349825,0.0328984345133707,0.833534538683731,-0.816611374284234,11.3279581095495,12.1445694838337,11.5603179962846,11.3642132197926,11.3984956539421,11.0333701978025,11.2833934799255,12.1029819826626,11.9477103742586,12.1376795879993,12.1069149336348,12.4275605406131
212209_at,NA,NA,-0.94451651628088,8.0839395503184,-4.66878882811602,0.000208869849878218,0.0333551674781328,0.80532358142115,-0.944516516280879,7.65275713162125,8.59727364790213,7.56756394251465,7.45441267402947,7.81072998477256,7.74552711203537,7.68555194475422,8.51496583381469,9.04715261611056,8.93204331457961,8.41419512531856,8.07801134968724
210830_s_at,NA,NA,1.3438742509984,9.49873114624321,4.63513771251362,0.000224554289906216,0.0351834394234467,0.737338814755551,1.3438742509984,10.4844846912459,9.14061044024753,10.2479980767708,9.99515582194594,10.5177521630283,11.158205581886,10.5033118125987,9.10285912489098,8.82049495284062,9.60632494166523,8.81660367617896,9.35676950566184
221230_s_at,NA,NA,-1.1061751352384,9.93535832302575,-4.62923734647525,0.000227425525007635,0.0351834394234467,0.72540856500782,-1.1061751352384,9.38657473629578,10.4927498715342,10.0051256713575,9.05616995393621,9.86070339762964,9.04691793089048,8.96395672766511,10.8036652697266,10.4884852009753,10.6866491862648,10.1806469277376,10.3043027729665
205379_at,NA,NA,1.38162398891031,9.1447479359199,4.60976236597798,0.000237170345561979,0.0358982446213238,0.686010693304573,1.38162398891031,9.7585238457541,8.37689985684379,10.2320051717143,9.74208306468395,9.51965082137734,10.2416547281802,9.05722544281468,8.30718329968836,8.57151912169237,8.02411790198815,8.33026286381869,8.6514160970314
209366_x_at,NA,NA,1.18504909050076,11.4722190907876,4.60561967620647,0.000239297459348285,0.0358982446213238,0.677626034482092,1.18504909050076,12.3827962275464,11.1977471370457,12.9061466476199,12.0076432402286,12.0331876434612,12.578765273804,12.3882383326185,11.3033793887619,11.2892413897584,10.9782533515516,11.1241174617892,11.2937440933674
203741_s_at,NA,NA,-1.07783994377827,7.45106385987192,-4.58053819012222,0.000252596846892602,0.0366544719625545,0.626832546891877,-1.07783994377827,6.60962107175275,7.68746101553102,6.85465635430145,6.73005653225147,6.84208265147244,6.52949739377659,6.09181242696179,7.99314922979074,7.91431241657775,7.4288543981609,7.75917555217737,7.34181348094832
205029_s_at,NA,NA,5.78065265278811,7.65656727234072,4.57781210432915,0.000254086924762485,0.0366544719625545,0.621308836812616,5.78065265278811,10.4242440190237,4.64359136623554,10.2596889213157,4.83899286140824,12.1836831260126,12.4727914619434,12.3660637244384,4.36299300208562,5.16514224988581,4.59086150150807,4.47625461168378,4.62270546601442
57715_at,NA,NA,-0.888483929385198,8.31567701794418,-4.57534207489776,0.000255444759662283,0.0366544719625545,0.616303455479904,-0.888483929385199,7.82206843137948,8.71055236076468,8.02752451785725,7.61548287799461,7.76472463825267,7.73653174858418,7.96607837420869,8.76995922417811,8.8174428894599,8.46042734584955,8.79819636146987,8.70673598286598
204942_s_at,NA,NA,2.14748938377692,9.30924952152222,4.56839817604183,0.000259301649236132,0.0366763661298135,0.602229467061258,2.14748938377692,11.287025417125,9.13953603334809,10.3712479093912,10.7271425795206,11.4537359684507,12.1759301992134,11.7070704290491,10.667720064886,8.84685916789139,9.35389819216995,8.35075819485838,8.47844454693478
202854_at,NA,NA,-1.13616088846615,10.1376019526489,-4.55546400420575,0.000266644340067178,0.0367935031545004,0.576004362022596,-1.13616088846615,9.11971341543394,10.2558743039001,9.14969411460223,8.43324215891412,9.60786686485772,9.64115552290204,8.76660841589359,10.4377528111043,9.65766358329504,10.1005601310473,10.584454284584,10.4989407094699
205401_at,NA,NA,-1.14365702411902,7.46554751960321,-4.55387290151015,0.000267562087377439,0.0367935031545004,0.572777382698706,-1.14365702411902,6.56475267179207,7.70840969591109,6.3875386685246,6.88624863951507,6.44926394427421,6.75830331973335,6.34240878691311,8.05263885337466,7.22164368776085,8.11703496001969,8.00138217713393,7.14934880126632
221489_s_at,NA,NA,1.07493017948274,9.29329204513952,4.53758493894264,0.000277143671942384,0.0372414118045093,0.539732076293071,1.07493017948274,10.0187682052885,8.94383802580572,10.1191979982677,9.80997416984205,9.5434779235941,10.7723165456204,9.84887438911803,9.13769392948112,8.70796763052625,8.89055978673689,9.00179932055454,8.98116946172982
208872_s_at,NA,NA,1.49214795474221,10.5007537175108,4.53529130295829,0.000278520663137069,0.0372414118045093,0.535077105496662,1.49214795474221,11.5353258452155,10.0431778904732,11.8659212971943,11.1722053889809,11.117570210657,12.4532543886081,11.0676779406369,10.4862055712343,9.42854563220114,10.6457506999053,10.0267633795365,9.62862416948897
218224_at,NA,NA,-1.26973378612852,9.73103862296969,-4.52856011924398,0.000282602022825525,0.0372414118045093,0.521413802153956,-1.26973378612852,9.09359890342017,10.3633326895487,9.52531642173766,8.82903654660591,10.044399551379,8.76433214391904,8.30490985345923,10.1318171629865,10.6179671083957,10.4461750035515,10.5796941427869,10.0410100300228
219001_s_at,NA,NA,-1.02670685115859,7.57747947020674,-4.52324966052728,0.000285864791146622,0.0372414118045093,0.510631996413303,-1.02670685115859,7.09223390310546,8.11894075426405,7.1771662171319,6.95170170939251,6.8318607879825,7.2692341904752,7.23120661054519,8.19368609561253,8.67516792892788,8.30384647407974,7.81495363632446,7.60704963637561
219104_at,NA,NA,1.26542317384356,8.12736650645429,4.49621719109354,0.000303076665552692,0.0386169470962271,0.455716301512014,1.26542317384355,8.93409365438986,7.66867048054631,9.10554503918573,7.66033463161524,9.24489604092435,9.66587893132753,8.99381362889646,7.96873345602605,7.51931184553712,7.38444796613667,7.76208884788443,7.70877028714727
205197_s_at,NA,NA,1.11423644052308,7.85394495354771,4.49346359429007,0.000304887963434238,0.0386169470962271,0.45011951384007,1.11423644052308,8.58052935202277,7.46629291149969,8.22266216247804,7.77084768595945,8.72056025760402,9.06619343949301,9.12238321457932,7.27196907663507,7.12937180852943,7.65716786597686,7.42766654390429,7.84528926245279
209258_s_at,NA,NA,-0.897697723747841,7.04355150772403,-4.48858468842857,0.000308124312756483,0.0386169470962271,0.440201645484477,-0.897697723747842,6.37415869058916,7.27185641433701,6.69385605913371,6.59248513865747,6.20520197608332,5.90368512912714,6.47556514994418,7.32141620792627,7.01704998234722,7.44250548371622,7.46024438675324,7.11806601094207
219806_s_at,NA,NA,1.27976380842929,10.5276915395632,4.48040754061533,0.000313626927078147,0.038661084624003,0.423575360048521,1.27976380842929,10.9636452263699,9.68388141794063,11.357721938422,10.7807171951959,10.7697361337005,11.795229108223,10.1148217563083,9.83082451862497,9.70598882635093,9.64752915851903,9.07180835095497,10.1632562352533
209616_s_at,NA,NA,1.69703704236433,8.12148934435725,4.47650806085381,0.000316286017022952,0.038661084624003,0.415645062380213,1.69703704236433,9.28808568411546,7.59104864175113,8.57146274224821,8.40332021311936,10.6883851357006,8.70284178516949,10.0744185443397,7.84634847856141,7.3413105323934,7.1758815005711,7.40515472855633,8.1865479686734
